Date,Value,Notes
2026-04-07,YES_MANUAL,
2026-04-02,YES_MANUAL,
2026-04-01,YES_MANUAL,
2026-03-29,YES_MANUAL,
2026-03-25,YES_MANUAL,
2026-03-22,YES_MANUAL,
2026-03-11,YES_MANUAL,
2026-03-06,YES_MANUAL,
2026-03-05,YES_MANUAL,
2026-02-28,YES_MANUAL,
2026-02-25,YES_MANUAL,
2026-02-24,YES_MANUAL,
2026-02-23,YES_MANUAL,
2026-02-21,YES_MANUAL,
2026-02-18,YES_MANUAL,
2026-02-15,YES_MANUAL,
2026-02-11,YES_MANUAL,
2026-02-07,YES_MANUAL,
2026-02-03,YES_MANUAL,
2026-01-29,YES_MANUAL,
2026-01-27,YES_MANUAL,
2026-01-23,YES_MANUAL,
2026-01-17,YES_MANUAL,
2026-01-16,YES_MANUAL,
2026-01-14,YES_MANUAL,
2026-01-05,YES_MANUAL,
2026-01-01,YES_MANUAL,
2025-12-27,YES_MANUAL,
2025-12-25,NO,
2025-12-24,YES_MANUAL,
2025-12-23,YES_MANUAL,
2025-12-22,YES_MANUAL,
2025-12-21,YES_MANUAL,
2025-12-20,YES_MANUAL,
2025-12-17,YES_MANUAL,
2025-12-16,YES_MANUAL,
2025-12-12,YES_MANUAL,
2025-12-11,YES_MANUAL,
2025-12-10,YES_MANUAL,
2025-12-09,YES_MANUAL,
2025-12-08,YES_MANUAL,
2025-12-02,YES_MANUAL,
2025-11-25,YES_MANUAL,
2025-11-21,YES_MANUAL,
2025-11-20,YES_MANUAL,
2025-11-19,YES_MANUAL,
2025-11-18,YES_MANUAL,
2025-11-17,YES_MANUAL,
2025-11-13,YES_MANUAL,
2025-11-12,YES_MANUAL,
2025-11-09,YES_MANUAL,
2025-11-05,YES_MANUAL,
2025-11-04,YES_MANUAL,
2025-11-03,YES_MANUAL,
2025-11-02,YES_MANUAL,
2025-11-01,YES_MANUAL,
2025-10-31,YES_MANUAL,
2025-10-30,YES_MANUAL,
2025-10-29,YES_MANUAL,
2025-10-28,YES_MANUAL,
2025-10-25,YES_MANUAL,
2025-10-24,YES_MANUAL,
2025-10-23,NO,
2025-10-22,YES_MANUAL,
2025-10-21,YES_MANUAL,
2025-10-19,YES_MANUAL,
2025-10-17,YES_MANUAL,
2025-10-15,YES_MANUAL,
2025-10-14,YES_MANUAL,
2025-10-12,YES_MANUAL,
2025-10-11,YES_MANUAL,
2025-10-09,YES_MANUAL,
2025-10-07,YES_MANUAL,
2025-10-05,YES_MANUAL,
2025-09-28,YES_MANUAL,
2025-09-27,YES_MANUAL,
2025-09-25,YES_MANUAL,
2025-09-24,YES_MANUAL,
2025-09-23,YES_MANUAL,
2025-09-21,YES_MANUAL,
2025-09-19,YES_MANUAL,
2025-09-17,YES_MANUAL,
2025-09-16,YES_MANUAL,
2025-09-13,YES_MANUAL,
2025-09-12,YES_MANUAL,
2025-08-27,YES_MANUAL,
2025-08-20,YES_MANUAL,
2025-08-10,YES_MANUAL,
2025-08-03,YES_MANUAL,
2025-07-31,YES_MANUAL,
2025-07-12,YES_MANUAL,
2025-07-07,YES_MANUAL,
2025-07-06,YES_MANUAL,
2025-07-05,YES_MANUAL,
2025-07-04,YES_MANUAL,
2025-07-03,YES_MANUAL,
2025-07-02,YES_MANUAL,
2025-06-29,YES_MANUAL,
2025-06-28,YES_MANUAL,
2025-06-27,YES_MANUAL,
2025-06-24,YES_MANUAL,
2025-06-23,YES_MANUAL,
2025-06-21,YES_MANUAL,
2025-06-14,YES_MANUAL,
2025-06-07,YES_MANUAL,
2025-06-05,YES_MANUAL,
2025-05-31,YES_MANUAL,
2025-05-28,YES_MANUAL,
2025-05-27,YES_MANUAL,
2025-05-26,YES_MANUAL,
2025-05-23,YES_MANUAL,
